sample_id	species	biosample_id	size_in_gib	fastq_url
SWE_Lten_M	saxatilis	SAMN37254863	0.76	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/045/SRR25888545/SRR25888545_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.765	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/045/SRR25888545/SRR25888545_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.662	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/046/SRR25888546/SRR25888546_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.669	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/046/SRR25888546/SRR25888546_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.647	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/050/SRR25888550/SRR25888550_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.652	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/050/SRR25888550/SRR25888550_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.661	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/051/SRR25888551/SRR25888551_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.666	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/051/SRR25888551/SRR25888551_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.658	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/052/SRR25888552/SRR25888552_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.663	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/052/SRR25888552/SRR25888552_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.672	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/054/SRR25888554/SRR25888554_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.678	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/054/SRR25888554/SRR25888554_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.673	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/047/SRR25888547/SRR25888547_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.678	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/047/SRR25888547/SRR25888547_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.691	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/053/SRR25888553/SRR25888553_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.696	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/053/SRR25888553/SRR25888553_2.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.652	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/049/SRR25888549/SRR25888549_1.fastq.gz
SWE_Lten_M	saxatilis	SAMN37254863	0.657	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/049/SRR25888549/SRR25888549_2.fastq.gz
TF_130_La	arcana	SAMN37254868	3.517	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/027/SRR25888527/SRR25888527_1.fastq.gz
TF_130_La	arcana	SAMN37254868	3.539	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/027/SRR25888527/SRR25888527_2.fastq.gz
TF_130_La	arcana	SAMN37254868	3.533	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/054/SRR25888654/SRR25888654_1.fastq.gz
TF_130_La	arcana	SAMN37254868	3.558	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/054/SRR25888654/SRR25888654_2.fastq.gz
TF_155_La	saxatilis	SAMN37254869	2.9	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/053/SRR25888653/SRR25888653_1.fastq.gz
TF_155_La	saxatilis	SAMN37254869	2.914	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/053/SRR25888653/SRR25888653_2.fastq.gz
TF_155_La	saxatilis	SAMN37254869	2.977	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/052/SRR25888652/SRR25888652_1.fastq.gz
TF_155_La	saxatilis	SAMN37254869	2.996	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/052/SRR25888652/SRR25888652_2.fastq.gz
TF9_153_Ls	saxatilis	SAMN37254870	3.203	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/051/SRR25888651/SRR25888651_1.fastq.gz
TF9_153_Ls	saxatilis	SAMN37254870	3.219	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/051/SRR25888651/SRR25888651_2.fastq.gz
TF9_153_Ls	saxatilis	SAMN37254870	3.251	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/050/SRR25888650/SRR25888650_1.fastq.gz
TF9_153_Ls	saxatilis	SAMN37254870	3.27	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/050/SRR25888650/SRR25888650_2.fastq.gz
TF9_157_Ls	saxatilis	SAMN37254871	2.955	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/048/SRR25888648/SRR25888648_1.fastq.gz
TF9_157_Ls	saxatilis	SAMN37254871	2.97	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/048/SRR25888648/SRR25888648_2.fastq.gz
TF9_157_Ls	saxatilis	SAMN37254871	2.82	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/049/SRR25888649/SRR25888649_1.fastq.gz
TF9_157_Ls	saxatilis	SAMN37254871	2.834	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/049/SRR25888649/SRR25888649_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.652	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888382/SRR25888382_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.659	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888382/SRR25888382_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.638	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/084/SRR25888384/SRR25888384_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.643	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/084/SRR25888384/SRR25888384_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.651	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888387/SRR25888387_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.656	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888387/SRR25888387_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.715	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/088/SRR25888388/SRR25888388_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.72	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/088/SRR25888388/SRR25888388_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.774	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/081/SRR25888381/SRR25888381_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.779	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/081/SRR25888381/SRR25888381_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.659	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888383/SRR25888383_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.663	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888383/SRR25888383_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.64	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888385/SRR25888385_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.645	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888385/SRR25888385_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.648	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888386/SRR25888386_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.652	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888386/SRR25888386_2.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.698	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888389/SRR25888389_1.fastq.gz
NOR_Larc_F_1	arcana	SAMN37254847	0.703	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888389/SRR25888389_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.69	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/072/SRR25888372/SRR25888372_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.697	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/072/SRR25888372/SRR25888372_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.698	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/073/SRR25888373/SRR25888373_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.702	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/073/SRR25888373/SRR25888373_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.675	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/075/SRR25888375/SRR25888375_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.679	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/075/SRR25888375/SRR25888375_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.688	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/077/SRR25888377/SRR25888377_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.692	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/077/SRR25888377/SRR25888377_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.738	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/080/SRR25888380/SRR25888380_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.744	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/080/SRR25888380/SRR25888380_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.808	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888371/SRR25888371_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.813	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888371/SRR25888371_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.677	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/074/SRR25888374/SRR25888374_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.682	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/074/SRR25888374/SRR25888374_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.686	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/076/SRR25888376/SRR25888376_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.691	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/076/SRR25888376/SRR25888376_2.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.756	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/078/SRR25888378/SRR25888378_1.fastq.gz
NOR_Larc_F_2	arcana	SAMN37254848	0.761	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/078/SRR25888378/SRR25888378_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.726	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/084/SRR25888284/SRR25888284_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.731	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/084/SRR25888284/SRR25888284_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.717	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888289/SRR25888289_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.722	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888289/SRR25888289_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.875	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888282/SRR25888282_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.88	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888282/SRR25888282_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.7	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888285/SRR25888285_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.705	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888285/SRR25888285_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.709	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888287/SRR25888287_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.714	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888287/SRR25888287_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.788	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/091/SRR25888291/SRR25888291_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.794	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/091/SRR25888291/SRR25888291_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.72	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888283/SRR25888283_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.728	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888283/SRR25888283_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.705	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888286/SRR25888286_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.709	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888286/SRR25888286_2.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.807	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/090/SRR25888290/SRR25888290_1.fastq.gz
NOR_Larc_F_4	arcana	SAMN37254850	0.813	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/090/SRR25888290/SRR25888290_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.714	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/068/SRR25888268/SRR25888268_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.719	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/068/SRR25888268/SRR25888268_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.72	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/069/SRR25888269/SRR25888269_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.725	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/069/SRR25888269/SRR25888269_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.783	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/070/SRR25888270/SRR25888270_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.788	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/070/SRR25888270/SRR25888270_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.846	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/088/SRR25888688/SRR25888688_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.852	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/088/SRR25888688/SRR25888688_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.722	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888689/SRR25888689_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.73	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888689/SRR25888689_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.727	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/090/SRR25888690/SRR25888690_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.732	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/090/SRR25888690/SRR25888690_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.765	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888271/SRR25888271_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.77	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888271/SRR25888271_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.71	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/092/SRR25888592/SRR25888592_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.715	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/092/SRR25888592/SRR25888592_2.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.704	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/091/SRR25888691/SRR25888691_1.fastq.gz
NOR_Lsax_F_1	saxatilis	SAMN37254852	0.709	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/091/SRR25888691/SRR25888691_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.659	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888585/SRR25888585_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.664	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888585/SRR25888585_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.738	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888589/SRR25888589_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.743	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/089/SRR25888589/SRR25888589_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.82	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/081/SRR25888581/SRR25888581_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.825	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/081/SRR25888581/SRR25888581_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.676	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888582/SRR25888582_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.683	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888582/SRR25888582_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.683	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888583/SRR25888583_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.688	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888583/SRR25888583_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.661	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888586/SRR25888586_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.665	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888586/SRR25888586_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.67	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888587/SRR25888587_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.675	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888587/SRR25888587_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.675	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/088/SRR25888588/SRR25888588_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.68	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/088/SRR25888588/SRR25888588_2.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.722	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888687/SRR25888687_1.fastq.gz
NOR_Lsax_F_2	saxatilis	SAMN37254853	0.727	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/087/SRR25888687/SRR25888687_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.639	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/076/SRR25888576/SRR25888576_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.644	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/076/SRR25888576/SRR25888576_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.652	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/072/SRR25888572/SRR25888572_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.66	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/072/SRR25888572/SRR25888572_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.649	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/078/SRR25888578/SRR25888578_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.655	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/078/SRR25888578/SRR25888578_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.702	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/080/SRR25888580/SRR25888580_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.708	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/080/SRR25888580/SRR25888580_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.763	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888571/SRR25888571_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.769	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888571/SRR25888571_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.66	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/074/SRR25888574/SRR25888574_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.666	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/074/SRR25888574/SRR25888574_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.642	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/075/SRR25888575/SRR25888575_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.647	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/075/SRR25888575/SRR25888575_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.651	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/077/SRR25888577/SRR25888577_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.657	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/077/SRR25888577/SRR25888577_2.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.719	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/079/SRR25888579/SRR25888579_1.fastq.gz
NOR_Lsax_F_3	saxatilis	SAMN37254854	0.725	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/079/SRR25888579/SRR25888579_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.573	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/063/SRR25888563/SRR25888563_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.58	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/063/SRR25888563/SRR25888563_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.695	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/060/SRR25888560/SRR25888560_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.701	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/060/SRR25888560/SRR25888560_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.579	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/064/SRR25888564/SRR25888564_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.584	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/064/SRR25888564/SRR25888564_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.561	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/066/SRR25888566/SRR25888566_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.565	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/066/SRR25888566/SRR25888566_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.566	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/067/SRR25888567/SRR25888567_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.571	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/067/SRR25888567/SRR25888567_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.569	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/068/SRR25888568/SRR25888568_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.574	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/068/SRR25888568/SRR25888568_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.623	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/070/SRR25888570/SRR25888570_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.628	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/070/SRR25888570/SRR25888570_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.558	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/065/SRR25888565/SRR25888565_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.563	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/065/SRR25888565/SRR25888565_2.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.638	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/069/SRR25888569/SRR25888569_1.fastq.gz
NOR_Lsax_F_4	saxatilis	SAMN37254855	0.643	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/069/SRR25888569/SRR25888569_2.fastq.gz
WS_female_Ls	saxatilis	SAMN37254876	2.843	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/028/SRR25888628/SRR25888628_1.fastq.gz
WS_female_Ls	saxatilis	SAMN37254876	2.857	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/028/SRR25888628/SRR25888628_2.fastq.gz
