sample_id	species	biosample_id	size_in_gib	fastq_url
ER_EB1_101_Ls	saxatilis	SAMN37254832	3.412	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/005/SRR25888405/SRR25888405_1.fastq.gz
ER_EB1_101_Ls	saxatilis	SAMN37254832	3.438	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/005/SRR25888405/SRR25888405_2.fastq.gz
ER_EB1_266_Ls	saxatilis	SAMN37254833	4.035	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/002/SRR25888402/SRR25888402_1.fastq.gz
ER_EB1_266_Ls	saxatilis	SAMN37254833	4.068	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/002/SRR25888402/SRR25888402_2.fastq.gz
ER_EB1_266_Ls	saxatilis	SAMN37254833	4.027	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/003/SRR25888403/SRR25888403_1.fastq.gz
ER_EB1_266_Ls	saxatilis	SAMN37254833	4.056	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/003/SRR25888403/SRR25888403_2.fastq.gz
ER_EA1_547	saxatilis	SAMN23557378	0.158	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/023/SRR17520423/SRR17520423_1.fastq.gz
ER_EA1_547	saxatilis	SAMN23557378	0.176	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/023/SRR17520423/SRR17520423_2.fastq.gz
ER_EA2_029	saxatilis	SAMN23559783	0.146	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/071/SRR17520771/SRR17520771_1.fastq.gz
ER_EA2_029	saxatilis	SAMN23559783	0.159	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/071/SRR17520771/SRR17520771_2.fastq.gz
ER_EA2_569	saxatilis	SAMN23559786	0.151	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/068/SRR17520768/SRR17520768_1.fastq.gz
ER_EA2_569	saxatilis	SAMN23559786	0.164	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/068/SRR17520768/SRR17520768_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.623	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/036/SRR25888336/SRR25888336_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.63	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/036/SRR25888336/SRR25888336_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.734	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/035/SRR25888335/SRR25888335_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.738	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/035/SRR25888335/SRR25888335_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.694	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/042/SRR25888342/SRR25888342_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.699	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/042/SRR25888342/SRR25888342_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.635	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/037/SRR25888337/SRR25888337_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.639	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/037/SRR25888337/SRR25888337_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.618	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/038/SRR25888338/SRR25888338_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.623	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/038/SRR25888338/SRR25888338_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.61	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/039/SRR25888339/SRR25888339_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.613	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/039/SRR25888339/SRR25888339_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.629	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/040/SRR25888340/SRR25888340_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.633	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/040/SRR25888340/SRR25888340_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.622	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/041/SRR25888341/SRR25888341_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.626	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/041/SRR25888341/SRR25888341_2.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.682	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/044/SRR25888344/SRR25888344_1.fastq.gz
STA_Larc_F_1	arcana	SAMN37254858	0.686	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/044/SRR25888344/SRR25888344_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.644	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/031/SRR25888331/SRR25888331_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.649	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/031/SRR25888331/SRR25888331_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.667	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/034/SRR25888334/SRR25888334_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.672	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/034/SRR25888334/SRR25888334_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.648	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888683/SRR25888683_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.655	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/083/SRR25888683/SRR25888683_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.651	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/084/SRR25888684/SRR25888684_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.655	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/084/SRR25888684/SRR25888684_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.637	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888686/SRR25888686_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.641	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/086/SRR25888686/SRR25888686_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.638	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/030/SRR25888330/SRR25888330_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.643	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/030/SRR25888330/SRR25888330_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.685	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/033/SRR25888333/SRR25888333_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.69	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/033/SRR25888333/SRR25888333_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.765	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888682/SRR25888682_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.77	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/082/SRR25888682/SRR25888682_2.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.63	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888685/SRR25888685_1.fastq.gz
STA_Larc_F_2	arcana	SAMN37254859	0.634	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/085/SRR25888685/SRR25888685_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.816	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/072/SRR25888672/SRR25888672_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.821	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/072/SRR25888672/SRR25888672_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.715	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/074/SRR25888674/SRR25888674_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.719	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/074/SRR25888674/SRR25888674_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.695	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/075/SRR25888675/SRR25888675_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.7	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/075/SRR25888675/SRR25888675_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.705	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/077/SRR25888677/SRR25888677_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.71	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/077/SRR25888677/SRR25888677_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.756	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/080/SRR25888680/SRR25888680_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.762	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/080/SRR25888680/SRR25888680_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.742	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/081/SRR25888681/SRR25888681_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.747	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/081/SRR25888681/SRR25888681_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.692	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/076/SRR25888676/SRR25888676_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.697	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/076/SRR25888676/SRR25888676_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.704	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/079/SRR25888679/SRR25888679_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.709	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/079/SRR25888679/SRR25888679_2.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.704	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/073/SRR25888673/SRR25888673_1.fastq.gz
STA_Lsax_F_1	saxatilis	SAMN37254860	0.712	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/073/SRR25888673/SRR25888673_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.662	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/066/SRR25888666/SRR25888666_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.667	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/066/SRR25888666/SRR25888666_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.701	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/070/SRR25888670/SRR25888670_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.706	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/070/SRR25888670/SRR25888670_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.683	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/064/SRR25888664/SRR25888664_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.688	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/064/SRR25888664/SRR25888664_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.685	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888671/SRR25888671_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.69	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/071/SRR25888671/SRR25888671_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.767	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/062/SRR25888662/SRR25888662_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.772	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/062/SRR25888662/SRR25888662_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.673	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/063/SRR25888663/SRR25888663_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.681	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/063/SRR25888663/SRR25888663_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.667	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/065/SRR25888665/SRR25888665_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.672	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/065/SRR25888665/SRR25888665_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.676	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/068/SRR25888668/SRR25888668_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.681	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/068/SRR25888668/SRR25888668_2.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.672	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/069/SRR25888669/SRR25888669_1.fastq.gz
STA_Lsax_F_2	saxatilis	SAMN37254861	0.676	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/069/SRR25888669/SRR25888669_2.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.738	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/041/SRR25888541/SRR25888541_1.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.749	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/041/SRR25888541/SRR25888541_2.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.743	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/042/SRR25888542/SRR25888542_1.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.757	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/042/SRR25888542/SRR25888542_2.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.727	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/043/SRR25888543/SRR25888543_1.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.739	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/043/SRR25888543/SRR25888543_2.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.701	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/044/SRR25888544/SRR25888544_1.fastq.gz
TCF_1	saxatilis	SAMN37254864	1.711	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/044/SRR25888544/SRR25888544_2.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.779	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/040/SRR25888540/SRR25888540_1.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.789	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/040/SRR25888540/SRR25888540_2.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.822	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/036/SRR25888536/SRR25888536_1.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.833	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/036/SRR25888536/SRR25888536_2.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.813	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/038/SRR25888538/SRR25888538_1.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.827	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/038/SRR25888538/SRR25888538_2.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.803	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/039/SRR25888539/SRR25888539_1.fastq.gz
TCF_2	saxatilis	SAMN37254865	1.816	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/039/SRR25888539/SRR25888539_2.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.556	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/034/SRR25888534/SRR25888534_1.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.567	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/034/SRR25888534/SRR25888534_2.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.536	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/035/SRR25888535/SRR25888535_1.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.544	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/035/SRR25888535/SRR25888535_2.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.579	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/032/SRR25888532/SRR25888532_1.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.588	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/032/SRR25888532/SRR25888532_2.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.565	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/033/SRR25888533/SRR25888533_1.fastq.gz
TCF_3	saxatilis	SAMN37254866	1.577	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/033/SRR25888533/SRR25888533_2.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.57	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/028/SRR25888528/SRR25888528_1.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.58	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/028/SRR25888528/SRR25888528_2.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.565	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/029/SRR25888529/SRR25888529_1.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.578	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/029/SRR25888529/SRR25888529_2.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.537	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/031/SRR25888531/SRR25888531_1.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.546	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/031/SRR25888531/SRR25888531_2.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.558	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/030/SRR25888530/SRR25888530_1.fastq.gz
TCF_4	saxatilis	SAMN37254867	1.57	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/030/SRR25888530/SRR25888530_2.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.567	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/046/SRR25888646/SRR25888646_1.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.579	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/046/SRR25888646/SRR25888646_2.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.58	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/042/SRR25888642/SRR25888642_1.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.59	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/042/SRR25888642/SRR25888642_2.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.546	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/047/SRR25888647/SRR25888647_1.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.555	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/047/SRR25888647/SRR25888647_2.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.578	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/045/SRR25888645/SRR25888645_1.fastq.gz
TWF_1	saxatilis	SAMN37254872	1.591	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/045/SRR25888645/SRR25888645_2.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.617	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/039/SRR25888639/SRR25888639_1.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.63	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/039/SRR25888639/SRR25888639_2.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.611	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/040/SRR25888640/SRR25888640_1.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.623	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/040/SRR25888640/SRR25888640_2.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.591	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/041/SRR25888641/SRR25888641_1.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.601	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/041/SRR25888641/SRR25888641_2.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.63	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/038/SRR25888638/SRR25888638_1.fastq.gz
TWF_2	saxatilis	SAMN37254873	1.64	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/038/SRR25888638/SRR25888638_2.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.581	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/036/SRR25888636/SRR25888636_1.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.592	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/036/SRR25888636/SRR25888636_2.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.558	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/037/SRR25888637/SRR25888637_1.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.567	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/037/SRR25888637/SRR25888637_2.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.605	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/034/SRR25888634/SRR25888634_1.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.615	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/034/SRR25888634/SRR25888634_2.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.594	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/035/SRR25888635/SRR25888635_1.fastq.gz
TWF_3	saxatilis	SAMN37254874	1.607	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/035/SRR25888635/SRR25888635_2.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.521	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/030/SRR25888630/SRR25888630_1.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.534	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/030/SRR25888630/SRR25888630_2.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.507	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/031/SRR25888631/SRR25888631_1.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.519	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/031/SRR25888631/SRR25888631_2.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.488	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/033/SRR25888633/SRR25888633_1.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.498	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/033/SRR25888633/SRR25888633_2.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.535	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/029/SRR25888629/SRR25888629_1.fastq.gz
TWF_4	saxatilis	SAMN37254875	1.546	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/029/SRR25888629/SRR25888629_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.82	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/055/SRR25888555/SRR25888555_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.826	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/055/SRR25888555/SRR25888555_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.68	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/057/SRR25888657/SRR25888657_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.685	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/057/SRR25888657/SRR25888657_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.684	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/058/SRR25888658/SRR25888658_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.689	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/058/SRR25888658/SRR25888658_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.744	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/060/SRR25888660/SRR25888660_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.749	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/060/SRR25888660/SRR25888660_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.725	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/061/SRR25888661/SRR25888661_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.73	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/061/SRR25888661/SRR25888661_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.697	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/056/SRR25888556/SRR25888556_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.705	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/056/SRR25888556/SRR25888556_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.702	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/057/SRR25888557/SRR25888557_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.708	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/057/SRR25888557/SRR25888557_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.673	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/055/SRR25888655/SRR25888655_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.679	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/055/SRR25888655/SRR25888655_2.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.695	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/059/SRR25888659/SRR25888659_1.fastq.gz
SWE_Lten_F	saxatilis	SAMN37254862	0.7	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/059/SRR25888659/SRR25888659_2.fastq.gz
